gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Kaufering,09181128,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,670,810,940,1100,1260,,,4,Mietregion Zentrum,4,511,619,858,31.1,30.9,28.2
Kinsau,09181129,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Landsberg am Lech,09181130,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,670,810,940,1100,1260,,,6,Mietregion Zentrum,6,615,745,1035,8.9,8.7,6.3
Obermeitingen,09181131,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Penzing,09181132,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Vilgertshofen,09181133,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Prittriching,09181134,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Reichling,09181135,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Rott,09181137,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Scheuring,09181138,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Schondorf am Ammersee,09181139,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Schwifting,09181140,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Pürgen,09181141,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Thaining,09181142,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Unterdießen,09181143,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Utting am Ammersee,09181144,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Weil,09181145,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,540,710,810,940,1060,,,3,Mietregion uebriger Landkreis,3,456,551,766,18.4,28.9,22.7
Windach,09181146,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,50,65,75,90,105,,,,,,,,,680,840,910,1140,1320,,,3,Mietregion Ammersee,3,456,551,766,49.1,52.5,48.8
Ammersee,09181451,09181,Landsberg Lech LK,KDU Landsberg am Lech LK - 01.01.2023.pdf,2023-01-01,,,,,,,,,,,,,,,,,,,,,,Gemeindefreies Gebiet Ammersee; nicht im Dokument; keine Vergleichsraumzuordnung,,,,,,,
Bad Wiessee,09182111,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Bayrischzell,09182112,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Fischbachau,09182114,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Gmund a.Tegernsee,09182116,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Hausham,09182119,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Holzkirchen,09182120,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,6,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,6,615,745,1035,26.8,30.2,29.5
Irschenberg,09182123,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Kreuth,09182124,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Miesbach,09182125,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Otterfing,09182127,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Rottach-Egern,09182129,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Schliersee,09182131,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Tegernsee,09182132,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Valley,09182133,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Waakirchen,09182134,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Warngau,09182136,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,780,970,1190,1340,1660,220,,4,Vergleichsraum 1 - WEST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,52.6,56.7,56.2
Weyarn,09182137,09182,Miesbach LK,Angemessenheitsgrenzen_KdU_Miesbach_2026.pdf,2025-05-01,50,65,75,90,105,15,,,,,,,,700,900,1020,1190,1360,165,,4,Vergleichsraum 2 - OST; aktuelle offizielle Tabelle druckt nur Bruttokaltmiete; gueltig ab 01.05.2025,4,511,619,858,37,45.4,38.7
Ampfing,09183112,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Aschau a.Inn,09183113,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Buchbach,09183114,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Egglkofen,09183115,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Erharting,09183116,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Gars a.Inn,09183118,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Haag i.OB,09183119,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Heldenstein,09183120,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Jettenbach,09183122,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Kirchdorf,09183123,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Kraiburg a.Inn,09183124,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Lohkirchen,09183125,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Maitenbeth,09183126,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Mettenheim,09183127,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Mühldorf a.Inn,09183128,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.50,469.95,500.25,568.80,,,,508.00,609.70,661.50,762.30,,,,3,Zone 3 - Stadt Mühldorf a.Inn; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,3,456,551,766,11.4,10.7,-0.5
Neumarkt-Sankt Veit,09183129,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Niederbergkirchen,09183130,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Niedertaufkirchen,09183131,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Oberbergkirchen,09183132,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Oberneukirchen,09183134,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Obertaufkirchen,09183135,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Polling,09183136,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Rattenkirchen,09183138,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Rechtmehring,09183139,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Reichertsheim,09183140,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Schönberg,09183143,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Schwindegg,09183144,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,469.95,501.75,602.10,,,,507.50,609.70,663.00,795.60,,,,1,Zone 2 - Wohnungsmarkttyp 2; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,39.5,30.9
Taufkirchen,09183145,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
Unterreit,09183147,09183,Landkreis Mühldorf a.Inn,https://www.jobcenter-ge.de/Jobcenter/Muehldorf-am-Inn/SharedDocs/Downloads/DE/Infoblaetter/InfoblattMietobergrenzen.pdf?__blob=publicationFile,,50,65,75,90,,15,400.00,479.70,500.25,600.30,,,,507.50,619.45,661.50,793.80,,,,1,Zone 1 - Wohnungsmarkttyp 1; offizielles Informationsblatt ohne Stand-/Gültigkeitsdatum; feste 5-Personen-Gesamtwerte sind nicht gedruckt.,1,361,437,608,40.6,41.8,30.6
